year,month,day,births,day_of_year,day_of_week
1974,6,19,8864,171,3
1974,6,20,8833,172,4
1974,6,21,9364,173,5
1974,6,22,8003,174,6
1974,6,23,7162,175,7
1974,6,24,8503,176,1
1974,6,25,9038,177,2
1974,6,26,8999,178,3
1974,6,27,8882,179,4
1974,6,28,9089,180,5
1974,6,29,8011,181,6
1974,6,30,7531,182,7
1974,7,1,9216,183,1
1974,7,2,9923,184,2
1974,7,3,9693,185,3
1974,7,4,7924,186,4
1974,7,5,9051,187,5
1974,7,6,8285,188,6
1974,7,7,7626,189,7
1974,7,8,9472,190,1
1974,7,9,9860,191,2
1974,7,10,9423,192,3
1974,7,11,9218,193,4
1974,7,12,9283,194,5
1974,7,13,8228,195,6
1974,7,14,7605,196,7
1974,7,15,9267,197,1
1974,7,16,9697,198,2
1974,7,17,9419,199,3
1974,7,18,9122,200,4
1974,7,19,9523,201,5
1974,7,20,8471,202,6
1974,7,21,7433,203,7
1974,7,22,9314,204,1
1974,7,23,10110,205,2
1974,7,24,9327,206,3
1974,7,25,9263,207,4
1974,7,26,9574,208,5
1974,7,27,8492,209,6
1974,7,28,7872,210,7
1974,7,29,9454,211,1
1974,7,30,9821,212,2
1974,7,31,9591,213,3
1974,8,1,9707,214,4
1974,8,2,9636,215,5
1974,8,3,8470,216,6
1974,8,4,7813,217,7
1974,8,5,9124,218,1
1974,8,6,9967,219,2
1974,8,7,9616,220,3
1974,8,8,9550,221,4
1974,8,9,9696,222,5
1974,8,10,8431,223,6
1974,8,11,7724,224,7
1974,8,12,9643,225,1
1974,8,13,10213,226,2
1974,8,14,9586,227,3
1974,8,15,9825,228,4
1974,8,16,9835,229,5
1974,8,17,8556,230,6
1974,8,18,8073,231,7
1974,8,19,9582,232,1
1974,8,20,10153,233,2
1974,8,21,9711,234,3
1974,8,22,9335,235,4
1974,8,23,9795,236,5
1974,8,24,8486,237,6
1974,8,25,7854,238,7
1974,8,26,9556,239,1
1974,8,27,10075,240,2
1974,8,28,9599,241,3
1974,8,29,9544,242,4
1974,8,30,9780,243,5
1974,8,31,8537,244,6
1974,9,1,7909,245,7
1974,9,2,7969,246,1
1974,9,3,9471,247,2
1974,9,4,9980,248,3
1974,9,5,9581,249,4
1974,9,6,9727,250,5
1974,9,7,8550,251,6
1974,9,8,7889,252,7
1974,9,9,9796,253,1
1974,9,10,10074,254,2
1974,9,11,9797,255,3
1974,9,12,9832,256,4
1974,9,13,9868,257,5
1974,9,14,8869,258,6
1974,9,15,8266,259,7
1974,9,16,10050,260,1
1974,9,17,10275,261,2
1974,9,18,10033,262,3
1974,9,19,9982,263,4
1974,9,20,10324,264,5
1974,9,21,9004,265,6
1974,9,22,8622,266,7
1974,9,23,10137,267,1
1974,9,24,10375,268,2
1974,9,25,10043,269,3
1974,9,26,10129,270,4
1974,9,27,10288,271,5
1974,9,28,9243,272,6
1974,9,29,8585,273,7
1974,9,30,9975,274,1
1974,10,1,10264,275,2
1974,10,2,9895,276,3
1974,10,3,9767,277,4
1974,10,4,9842,278,5
1974,10,5,8693,279,6
1974,10,6,8092,280,7
1974,10,7,9756,281,1
1974,10,8,9808,282,2
1974,10,9,9505,283,3
1974,10,10,9695,284,4
1974,10,11,9717,285,5
1974,10,12,8335,286,6
1974,10,13,7767,287,7
1974,10,14,9205,288,1
1974,10,15,9572,289,2
1974,10,16,9211,290,3
1974,10,17,9311,291,4
1974,10,18,9453,292,5
1974,10,19,8186,293,6
1974,10,20,7472,294,7
1974,10,21,9013,295,1
1974,10,22,9327,296,2
1974,10,23,8965,297,3
1974,10,24,8792,298,4
1974,10,25,9199,299,5
1974,10,26,8274,300,6
1974,10,27,7880,301,7
1974,10,28,8874,302,1
1974,10,29,9355,303,2
1974,10,30,9127,304,3
1974,10,31,8913,305,4
1974,11,1,9198,306,5
1974,11,2,8055,307,6
1974,11,3,7567,308,7
1974,11,4,8974,309,1
1974,11,5,9500,310,2
1974,11,6,9051,311,3
1974,11,7,8819,312,4
1974,11,8,8975,313,5
1974,11,9,7806,314,6
1974,11,10,7519,315,7
1974,11,11,9223,316,1
1974,11,12,9274,317,2
1974,11,13,8913,318,3
1974,11,14,9061,319,4
1974,11,15,9241,320,5
1974,11,16,7804,321,6
1974,11,17,7471,322,7
1974,11,18,9217,323,1
1974,11,19,9427,324,2
1974,11,20,9234,325,3
1974,11,21,9035,326,4
1974,11,22,9076,327,5
1974,11,23,8103,328,6
1974,11,24,7545,329,7
1974,11,25,8838,330,1
1974,11,26,9488,331,2
1974,11,27,9047,332,3
1974,11,28,7294,333,4
1974,11,29,8424,334,5
1974,11,30,7727,335,6
1974,12,1,7569,336,7
1974,12,2,9259,337,1
1974,12,3,9539,338,2
1974,12,4,9072,339,3
1974,12,5,8935,340,4
1974,12,6,9043,341,5
1974,12,7,7969,342,6
1974,12,8,7668,343,7
1974,12,9,8970,344,1
1974,12,10,9212,345,2
1974,12,11,9043,346,3
1974,12,12,9045,347,4
1974,12,13,8751,348,5
1974,12,14,7845,349,6
1974,12,15,7505,350,7
1974,12,16,9188,351,1
1974,12,17,9640,352,2
1974,12,18,9403,353,3
1974,12,19,9344,354,4
1974,12,20,9453,355,5
1974,12,21,7840,356,6
1974,12,22,7077,357,7
1974,12,23,8086,358,1
1974,12,24,7538,359,2
1974,12,25,6820,360,3
1974,12,26,8463,361,4
1974,12,27,9603,362,5
1974,12,28,8224,363,6
1974,12,29,7383,364,7
1974,12,30,9641,365,1
1974,12,31,9637,366,2
1975,1,1,7028,1,3
1975,1,2,7873,2,4
1975,1,3,8425,3,5
1975,1,4,7670,4,6
1975,1,5,7250,5,7
1975,1,6,8426,6,1
1975,1,7,8792,7,2
1975,1,8,8416,8,3
1975,1,9,8461,9,4
1975,1,10,8852,10,5
1975,1,11,7928,11,6
1975,1,12,7240,12,7
1975,1,13,8619,13,1
1975,1,14,9188,14,2
1975,1,15,8893,15,3
1975,1,16,8636,16,4
1975,1,17,9012,17,5
1975,1,18,7876,18,6
1975,1,19,7448,19,7
1975,1,20,8902,20,1
1975,1,21,9102,21,2
1975,1,22,8558,22,3
1975,1,23,8747,23,4
1975,1,24,8771,24,5
1975,1,25,8077,25,6
1975,1,26,7708,26,7
1975,1,27,8783,27,1
1975,1,28,9149,28,2
1975,1,29,8900,29,3
1975,1,30,8617,30,4
1975,1,31,8677,31,5
1975,2,1,7699,32,6
1975,2,2,7316,33,7
1975,2,3,8881,34,1
1975,2,4,9093,35,2
1975,2,5,8829,36,3
1975,2,6,8425,37,4
1975,2,7,8969,38,5
1975,2,8,7852,39,6
1975,2,9,7564,40,7
1975,2,10,8733,41,1
1975,2,11,9126,42,2
1975,2,12,8948,43,3
1975,2,13,8762,44,4
1975,2,14,9219,45,5
1975,2,15,7997,46,6
1975,2,16,7545,47,7
1975,2,17,8373,48,1
1975,2,18,9232,49,2
1975,2,19,8796,50,3
1975,2,20,8984,51,4
1975,2,21,8919,52,5
1975,2,22,7917,53,6
1975,2,23,7277,54,7
1975,2,24,8854,55,1
1975,2,25,9150,56,2
1975,2,26,8820,57,3
1975,2,27,8541,58,4
1975,2,28,8974,59,5
1975,3,1,7921,61,6
1975,3,2,7387,62,7
1975,3,3,8963,63,1
1975,3,4,9037,64,2
1975,3,5,8854,65,3
1975,3,6,8840,66,4
1975,3,7,9055,67,5
1975,3,8,7804,68,6
1975,3,9,7146,69,7
1975,3,10,8568,70,1
1975,3,11,9239,71,2
1975,3,12,8933,72,3
1975,3,13,8610,73,4
1975,3,14,9098,74,5
1975,3,15,7591,75,6
1975,3,16,7235,76,7
1975,3,17,9000,77,1
1975,3,18,9090,78,2
1975,3,19,8867,79,3
1975,3,20,8926,80,4
1975,3,21,9072,81,5
1975,3,22,8038,82,6
1975,3,23,7522,83,7
1975,3,24,8784,84,1
1975,3,25,9206,85,2
1975,3,26,8912,86,3
1975,3,27,8553,87,4
1975,3,28,8799,88,5
1975,3,29,7630,89,6
1975,3,30,7171,90,7
1975,3,31,8522,91,1
1975,4,1,8871,92,2
1975,4,2,8770,93,3
1975,4,3,8901,94,4
1975,4,4,8616,95,5
1975,4,5,7581,96,6
1975,4,6,7162,97,7
1975,4,7,8501,98,1
1975,4,8,9120,99,2
1975,4,9,8823,100,3
1975,4,10,8577,101,4
1975,4,11,8931,102,5
1975,4,12,7550,103,6
1975,4,13,7002,104,7
1975,4,14,8450,105,1
1975,4,15,9114,106,2
1975,4,16,8676,107,3
1975,4,17,8536,108,4
1975,4,18,9131,109,5
1975,4,19,7614,110,6
1975,4,20,7029,111,7
1975,4,21,8448,112,1
1975,4,22,8944,113,2
1975,4,23,8511,114,3
1975,4,24,8526,115,4
1975,4,25,8855,116,5
1975,4,26,7637,117,6
1975,4,27,7162,118,7
1975,4,28,8749,119,1
1975,4,29,9251,120,2
1975,4,30,8661,121,3
1975,5,1,8654,122,4
1975,5,2,8671,123,5
1975,5,3,7579,124,6
1975,5,4,7196,125,7
1975,5,5,8517,126,1
1975,5,6,8961,127,2
1975,5,7,8467,128,3
1975,5,8,8551,129,4
1975,5,9,8861,130,5
1975,5,10,7468,131,6
1975,5,11,7228,132,7
1975,5,12,9038,133,1
1975,5,13,9247,134,2
1975,5,14,8905,135,3
1975,5,15,8834,136,4
1975,5,16,8918,137,5
1975,5,17,8009,138,6
1975,5,18,7269,139,7
1975,5,19,8828,140,1
1975,5,20,9554,141,2
1975,5,21,9043,142,3
1975,5,22,9120,143,4
1975,5,23,9133,144,5
1975,5,24,7806,145,6
1975,5,25,7512,146,7
1975,5,26,7532,147,1
1975,5,27,8792,148,2
1975,5,28,8912,149,3
1975,5,29,8982,150,4
1975,5,30,9000,151,5
1975,5,31,7619,152,6
1975,6,1,7244,153,7
1975,6,2,8555,154,1
1975,6,3,8996,155,2
1975,6,4,8742,156,3
1975,6,5,8783,157,4
1975,6,6,9112,158,5
1975,6,7,7642,159,6
1975,6,8,7149,160,7
1975,6,9,8623,161,1
1975,6,10,8997,162,2
1975,6,11,8844,163,3
1975,6,12,8954,164,4
1975,6,13,8763,165,5
1975,6,14,7991,166,6
1975,6,15,7271,167,7
1975,6,16,8681,168,1
1975,6,17,9212,169,2
1975,6,18,9050,170,3
1975,6,19,9115,171,4
1975,6,20,9039,172,5
1975,6,21,7959,173,6
1975,6,22,7413,174,7
1975,6,23,9159,175,1
1975,6,24,9400,176,2
1975,6,25,9114,177,3
1975,6,26,9024,178,4
1975,6,27,8955,179,5
1975,6,28,8129,180,6
1975,6,29,7413,181,7
1975,6,30,9051,182,1
1975,7,1,9512,183,2
1975,7,2,9340,184,3
1975,7,3,9393,185,4
1975,7,4,7917,186,5
1975,7,5,7988,187,6
1975,7,6,7714,188,7
1975,7,7,9474,189,1
1975,7,8,10078,190,2
1975,7,9,9417,191,3
1975,7,10,9224,192,4
1975,7,11,9451,193,5
1975,7,12,7853,194,6
1975,7,13,7399,195,7
1975,7,14,9295,196,1
1975,7,15,9624,197,2
1975,7,16,9370,198,3
1975,7,17,9486,199,4
1975,7,18,9468,200,5
1975,7,19,8370,201,6
1975,7,20,7815,202,7
1975,7,21,9519,203,1
1975,7,22,9965,204,2
1975,7,23,9751,205,3
1975,7,24,9498,206,4
1975,7,25,9495,207,5
1975,7,26,8132,208,6
1975,7,27,7952,209,7
1975,7,28,9373,210,1
1975,7,29,9872,211,2
1975,7,30,9389,212,3
1975,7,31,9460,213,4
1975,8,1,9708,214,5
1975,8,2,8578,215,6
1975,8,3,8075,216,7
1975,8,4,9590,217,1
1975,8,5,9617,218,2
1975,8,6,9653,219,3
1975,8,7,9266,220,4
1975,8,8,9253,221,5
1975,8,9,8016,222,6
1975,8,10,7686,223,7
1975,8,11,9395,224,1
1975,8,12,9824,225,2
1975,8,13,9493,226,3
1975,8,14,9568,227,4
1975,8,15,9643,228,5
1975,8,16,8505,229,6
1975,8,17,8045,230,7
1975,8,18,9115,231,1
1975,8,19,9524,232,2
1975,8,20,9480,233,3
1975,8,21,9278,234,4
1975,8,22,9443,235,5
1975,8,23,8365,236,6
1975,8,24,7982,237,7
1975,8,25,9414,238,1
1975,8,26,9907,239,2
1975,8,27,9457,240,3
1975,8,28,9371,241,4
1975,8,29,9587,242,5
1975,8,30,8281,243,6
1975,8,31,7660,244,7
1975,9,1,7804,245,1
1975,9,2,9425,246,2
1975,9,3,9529,247,3
1975,9,4,9313,248,4
1975,9,5,9525,249,5
1975,9,6,8466,250,6
1975,9,7,7982,251,7
1975,9,8,9253,252,1
1975,9,9,9662,253,2
1975,9,10,9265,254,3
1975,9,11,9342,255,4
1975,9,12,10013,256,5
1975,9,13,8310,257,6
1975,9,14,7745,258,7
1975,9,15,9382,259,1
1975,9,16,9813,260,2
1975,9,17,9591,261,3
1975,9,18,9743,262,4
1975,9,19,9910,263,5
1975,9,20,8541,264,6
1975,9,21,8217,265,7
1975,9,22,9570,266,1
1975,9,23,9933,267,2
1975,9,24,9579,268,3
1975,9,25,9430,269,4
1975,9,26,9579,270,5
1975,9,27,8632,271,6
1975,9,28,7971,272,7
1975,9,29,9396,273,1
1975,9,30,9665,274,2
1975,10,1,9732,275,3
1975,10,2,9435,276,4
1975,10,3,9286,277,5
1975,10,4,8310,278,6
1975,10,5,7965,279,7
1975,10,6,9181,280,1
1975,10,7,9464,281,2
1975,10,8,9252,282,3
1975,10,9,9229,283,4
1975,10,10,9212,284,5
1975,10,11,7985,285,6
1975,10,12,7601,286,7
1975,10,13,8897,287,1
1975,10,14,9209,288,2
1975,10,15,9234,289,3
1975,10,16,8725,290,4
1975,10,17,8983,291,5
1975,10,18,7719,292,6
1975,10,19,7334,293,7
1975,10,20,8604,294,1
1975,10,21,8919,295,2
1975,10,22,8572,296,3
1975,10,23,8633,297,4
1975,10,24,8886,298,5
1975,10,25,7697,299,6
1975,10,26,7442,300,7
1975,10,27,8597,301,1
1975,10,28,8761,302,2
1975,10,29,8713,303,3
1975,10,30,8527,304,4
1975,10,31,8548,305,5
1975,11,1,7716,306,6
1975,11,2,7222,307,7
1975,11,3,8811,308,1
1975,11,4,9002,309,2
1975,11,5,8614,310,3
1975,11,6,8813,311,4
1975,11,7,8913,312,5
1975,11,8,7924,313,6
1975,11,9,7522,314,7
1975,11,10,8932,315,1
1975,11,11,8926,316,2
1975,11,12,8518,317,3
1975,11,13,8822,318,4
1975,11,14,8996,319,5
1975,11,15,7596,320,6
1975,11,16,7302,321,7
1975,11,17,8560,322,1
1975,11,18,8796,323,2
1975,11,19,8935,324,3
1975,11,20,8535,325,4
1975,11,21,9049,326,5
1975,11,22,7763,327,6
1975,11,23,7392,328,7
1975,11,24,8873,329,1
1975,11,25,9475,330,2
1975,11,26,8910,331,3
1975,11,27,7356,332,4
1975,11,28,8394,333,5
1975,11,29,7566,334,6
1975,11,30,7497,335,7
1975,12,1,8834,336,1
1975,12,2,9102,337,2
1975,12,3,8813,338,3
1975,12,4,8671,339,4
1975,12,5,8856,340,5
1975,12,6,7733,341,6
1975,12,7,7428,342,7
1975,12,8,8911,343,1
1975,12,9,9024,344,2
1975,12,10,8958,345,3
1975,12,11,8778,346,4
1975,12,12,9024,347,5
1975,12,13,7865,348,6
1975,12,14,7528,349,7
1975,12,15,9070,350,1
1975,12,16,9556,351,2
1975,12,17,9212,352,3
1975,12,18,9368,353,4
1975,12,19,9328,354,5
1975,12,20,7912,355,6
1975,12,21,7348,356,7
1975,12,22,8585,357,1
1975,12,23,8767,358,2
1975,12,24,7737,359,3
1975,12,25,7145,360,4
1975,12,26,8598,361,5
1975,12,27,7950,362,6
1975,12,28,7328,363,7
1975,12,29,9397,364,1
1975,12,30,10144,365,2
1975,12,31,9578,366,3
1976,1,1,7302,1,4
1976,1,2,7994,2,5
1976,1,3,7458,3,6
1976,1,4,7251,4,7
1976,1,5,8252,5,1
1976,1,6,8945,6,2
1976,1,7,8611,7,3
1976,1,8,8417,8,4
1976,1,9,8585,9,5
1976,1,10,7634,10,6
1976,1,11,7236,11,7
1976,1,12,8708,12,1
1976,1,13,9048,13,2
1976,1,14,8951,14,3
1976,1,15,8736,15,4
1976,1,16,8847,16,5
1976,1,17,7969,17,6
1976,1,18,7148,18,7
1976,1,19,8893,19,1
1976,1,20,9002,20,2
1976,1,21,8639,21,3
1976,1,22,8893,22,4
1976,1,23,8771,23,5
1976,1,24,7866,24,6
1976,1,25,7519,25,7
1976,1,26,8550,26,1
1976,1,27,8877,27,2
1976,1,28,8659,28,3
1976,1,29,8699,29,4
1976,1,30,8792,30,5
1976,1,31,7702,31,6
1976,2,1,7472,32,7
1976,2,2,8858,33,1
1976,2,3,8846,34,2
1976,2,4,8766,35,3
1976,2,5,8674,36,4
1976,2,6,8817,37,5
1976,2,7,7684,38,6
1976,2,8,7356,39,7
1976,2,9,8541,40,1
1976,2,10,9222,41,2
1976,2,11,8707,42,3
1976,2,12,8779,43,4
1976,2,13,8666,44,5
1976,2,14,7855,45,6
1976,2,15,7330,46,7
1976,2,16,8576,47,1
1976,2,17,9072,48,2
1976,2,18,8826,49,3
1976,2,19,8599,50,4
1976,2,20,8845,51,5
1976,2,21,7752,52,6
1976,2,22,7337,53,7
1976,2,23,8687,54,1
1976,2,24,8734,55,2
1976,2,25,8572,56,3
1976,2,26,8714,57,4
1976,2,27,8742,58,5
1976,2,28,7932,59,6
1976,2,29,7559,60,7
1976,3,1,8859,61,1
1976,3,2,9039,62,2
1976,3,3,8849,63,3
1976,3,4,8617,64,4
1976,3,5,8705,65,5
1976,3,6,7560,66,6
1976,3,7,7252,67,7
1976,3,8,8429,68,1
1976,3,9,8712,69,2
1976,3,10,8554,70,3
1976,3,11,8561,71,4
1976,3,12,8654,72,5
1976,3,13,7674,73,6
1976,3,14,7134,74,7
1976,3,15,8467,75,1
1976,3,16,8636,76,2
1976,3,17,8681,77,3
1976,3,18,8472,78,4
1976,3,19,8623,79,5
1976,3,20,7890,80,6
1976,3,21,7384,81,7
1976,3,22,8515,82,1
1976,3,23,8863,83,2
1976,3,24,8389,84,3
1976,3,25,8623,85,4
1976,3,26,8744,86,5
1976,3,27,7725,87,6
1976,3,28,7267,88,7
1976,3,29,8499,89,1
1976,3,30,8818,90,2
1976,3,31,8653,91,3
1976,4,1,8336,92,4
1976,4,2,8641,93,5
1976,4,3,7583,94,6
1976,4,4,7431,95,7
1976,4,5,8279,96,1
1976,4,6,8586,97,2
1976,4,7,8568,98,3
1976,4,8,8507,99,4
1976,4,9,8287,100,5
1976,4,10,7382,101,6
1976,4,11,7056,102,7
1976,4,12,8532,103,1
1976,4,13,8459,104,2
1976,4,14,8694,105,3
1976,4,15,8583,106,4
1976,4,16,8258,107,5
1976,4,17,7538,108,6
1976,4,18,7099,109,7
1976,4,19,8327,110,1
1976,4,20,9036,111,2
1976,4,21,8518,112,3
1976,4,22,8385,113,4
1976,4,23,8497,114,5
1976,4,24,7302,115,6
1976,4,25,6817,116,7
1976,4,26,8332,117,1
1976,4,27,8490,118,2
1976,4,28,8290,119,3
1976,4,29,8093,120,4
1976,4,30,8372,121,5
1976,5,1,7612,122,6
1976,5,2,7090,123,7
1976,5,3,8233,124,1
1976,5,4,8783,125,2
1976,5,5,8602,126,3
1976,5,6,8520,127,4
1976,5,7,8640,128,5
1976,5,8,7379,129,6
1976,5,9,6675,130,7
1976,5,10,8572,131,1
1976,5,11,8876,132,2
1976,5,12,8384,133,3
1976,5,13,8239,134,4
1976,5,14,8627,135,5
1976,5,15,7509,136,6
1976,5,16,7157,137,7
1976,5,17,8740,138,1
1976,5,18,8594,139,2
1976,5,19,8489,140,3
1976,5,20,8414,141,4
1976,5,21,8733,142,5
1976,5,22,7465,143,6
1976,5,23,7014,144,7
1976,5,24,8754,145,1
1976,5,25,8861,146,2
1976,5,26,8433,147,3
1976,5,27,8530,148,4
1976,5,28,8898,149,5
1976,5,29,7745,150,6
1976,5,30,7203,151,7
1976,5,31,7587,152,1
1976,6,1,8927,153,2
1976,6,2,8749,154,3
1976,6,3,8786,155,4
1976,6,4,8854,156,5
1976,6,5,7390,157,6
1976,6,6,7303,158,7
1976,6,7,8415,159,1
1976,6,8,9107,160,2
1976,6,9,8802,161,3
1976,6,10,8986,162,4
1976,6,11,9060,163,5
1976,6,12,7894,164,6
1976,6,13,7440,165,7
1976,6,14,8972,166,1
1976,6,15,9060,167,2
1976,6,16,8968,168,3
1976,6,17,8831,169,4
1976,6,18,8833,170,5
1976,6,19,7829,171,6
1976,6,20,7397,172,7
1976,6,21,8464,173,1
1976,6,22,9048,174,2
1976,6,23,8903,175,3
1976,6,24,9017,176,4
1976,6,25,9126,177,5
1976,6,26,7827,178,6
1976,6,27,7614,179,7
1976,6,28,9071,180,1
1976,6,29,9487,181,2
1976,6,30,9132,182,3
1976,7,1,9072,183,4
1976,7,2,9360,184,5
1976,7,3,7918,185,6
1976,7,4,7893,186,7
1976,7,5,7564,187,1
1976,7,6,9227,188,2
1976,7,7,9947,189,3
1976,7,8,9549,190,4
1976,7,9,9587,191,5
1976,7,10,8269,192,6
1976,7,11,7993,193,7
1976,7,12,9268,194,1
1976,7,13,9476,195,2
1976,7,14,9352,196,3
1976,7,15,9462,197,4
1976,7,16,9568,198,5
1976,7,17,8147,199,6
1976,7,18,7576,200,7
1976,7,19,9300,201,1
1976,7,20,9430,202,2
1976,7,21,9444,203,3
1976,7,22,9411,204,4
1976,7,23,9455,205,5
1976,7,24,8462,206,6
1976,7,25,7811,207,7
1976,7,26,9392,208,1
1976,7,27,9684,209,2
1976,7,28,9164,210,3
1976,7,29,9369,211,4
1976,7,30,9685,212,5
1976,7,31,8234,213,6
1976,8,1,7857,214,7
1976,8,2,9037,215,1
1976,8,3,9583,216,2
1976,8,4,9065,217,3
1976,8,5,9393,218,4
1976,8,6,9655,219,5
1976,8,7,8424,220,6
1976,8,8,8024,221,7
1976,8,9,9343,222,1
1976,8,10,9832,223,2
1976,8,11,9317,224,3
1976,8,12,9722,225,4
1976,8,13,9538,226,5
1976,8,14,8328,227,6
1976,8,15,7823,228,7
1976,8,16,9335,229,1
1976,8,17,9623,230,2
1976,8,18,9519,231,3
1976,8,19,9455,232,4
1976,8,20,9273,233,5
1976,8,21,8748,234,6
1976,8,22,8287,235,7
1976,8,23,9456,236,1
1976,8,24,9877,237,2
1976,8,25,9481,238,3
1976,8,26,9660,239,4
1976,8,27,9862,240,5
1976,8,28,8498,241,6
1976,8,29,7998,242,7
1976,8,30,9159,243,1
1976,8,31,9602,244,2
1976,9,1,9476,245,3
1976,9,2,9324,246,4
1976,9,3,9667,247,5
1976,9,4,8407,248,6
1976,9,5,7807,249,7
1976,9,6,8083,250,1
1976,9,7,9654,251,2
1976,9,8,10166,252,3
1976,9,9,9990,253,4
1976,9,10,9998,254,5
1976,9,11,8413,255,6
1976,9,12,8142,256,7
1976,9,13,9641,257,1
1976,9,14,10165,258,2
1976,9,15,9977,259,3
1976,9,16,9956,260,4
1976,9,17,9985,261,5
1976,9,18,8738,262,6
1976,9,19,8585,263,7
1976,9,20,10051,264,1
1976,9,21,10296,265,2
1976,9,22,9836,266,3
1976,9,23,9815,267,4
1976,9,24,10052,268,5
1976,9,25,8792,269,6
1976,9,26,8510,270,7
1976,9,27,10026,271,1
1976,9,28,10146,272,2
1976,9,29,9817,273,3
1976,9,30,9718,274,4
1976,10,1,9859,275,5
1976,10,2,8691,276,6
1976,10,3,8270,277,7
1976,10,4,9656,278,1
1976,10,5,9789,279,2
1976,10,6,9483,280,3
1976,10,7,9461,281,4
1976,10,8,9565,282,5
1976,10,9,8262,283,6
1976,10,10,8313,284,7
1976,10,11,9396,285,1
1976,10,12,9622,286,2
1976,10,13,9183,287,3
1976,10,14,9253,288,4
1976,10,15,9564,289,5
1976,10,16,8187,290,6
1976,10,17,7814,291,7
1976,10,18,9248,292,1
1976,10,19,9248,293,2
1976,10,20,9575,294,3
1976,10,21,9257,295,4
1976,10,22,9442,296,5
1976,10,23,8201,297,6
1976,10,24,7848,298,7
1976,10,25,9198,299,1
1976,10,26,9403,300,2
1976,10,27,9212,301,3
1976,10,28,8857,302,4
1976,10,29,9116,303,5
1976,10,30,7968,304,6
1976,10,31,8078,305,7
1976,11,1,9007,306,1
1976,11,2,9155,307,2
1976,11,3,9015,308,3
1976,11,4,9092,309,4
1976,11,5,9307,310,5
1976,11,6,7864,311,6
1976,11,7,7860,312,7
1976,11,8,9361,313,1
1976,11,9,9480,314,2
1976,11,10,9432,315,3
1976,11,11,9429,316,4
1976,11,12,9204,317,5
1976,11,13,7913,318,6
1976,11,14,7652,319,7
1976,11,15,9031,320,1
1976,11,16,9569,321,2
1976,11,17,9296,322,3
1976,11,18,9181,323,4
1976,11,19,9458,324,5
1976,11,20,7967,325,6
1976,11,21,7707,326,7
1976,11,22,9160,327,1
1976,11,23,9316,328,2
1976,11,24,9008,329,3
1976,11,25,7492,330,4
1976,11,26,8733,331,5
1976,11,27,7966,332,6
1976,11,28,7585,333,7
1976,11,29,9263,334,1
1976,11,30,9550,335,2
1976,12,1,9045,336,3
1976,12,2,8969,337,4
1976,12,3,9042,338,5
1976,12,4,7889,339,6
1976,12,5,7640,340,7
1976,12,6,9198,341,1
1976,12,7,9637,342,2
1976,12,8,9215,343,3
1976,12,9,9263,344,4
1976,12,10,9159,345,5
1976,12,11,7969,346,6
1976,12,12,7769,347,7
1976,12,13,9240,348,1
1976,12,14,9559,349,2
1976,12,15,9516,350,3
1976,12,16,9450,351,4
1976,12,17,9890,352,5
1976,12,18,7981,353,6
1976,12,19,7505,354,7
1976,12,20,9782,355,1
1976,12,21,9776,356,2
1976,12,22,8594,357,3
1976,12,23,8104,358,4
1976,12,24,7521,359,5
1976,12,25,7185,360,6
1976,12,26,7610,361,7
1976,12,27,9342,362,1
1976,12,28,10115,363,2
1976,12,29,10088,364,3
1976,12,30,9851,365,4
1976,12,31,8964,366,5
1977,1,1,7416,1,6
1977,1,2,7467,2,7
1977,1,3,8703,3,1
1977,1,4,9104,4,2
1977,1,5,8984,5,3
1977,1,6,8971,6,4
1977,1,7,9212,7,5
1977,1,8,8013,8,6
1977,1,9,7561,9,7
1977,1,10,9142,10,1
1977,1,11,9180,11,2
1977,1,12,9257,12,3
1977,1,13,9450,13,4
1977,1,14,9317,14,5
1977,1,15,8043,15,6
1977,1,16,7666,16,7
1977,1,17,9396,17,1
1977,1,18,9628,18,2
1977,1,19,9173,19,3
1977,1,20,9229,20,4
1977,1,21,9391,21,5
1977,1,22,8168,22,6
1977,1,23,7620,23,7
1977,1,24,9246,24,1
1977,1,25,9575,25,2
1977,1,26,9270,26,3
1977,1,27,9339,27,4
1977,1,28,9422,28,5
1977,1,29,8041,29,6
1977,1,30,7769,30,7
1977,1,31,9251,31,1
1977,2,1,9486,32,2
1977,2,2,9033,33,3
1977,2,3,9244,34,4
1977,2,4,9420,35,5
1977,2,5,8177,36,6
1977,2,6,7693,37,7
1977,2,7,9122,38,1
1977,2,8,9095,39,2
1977,2,9,9268,40,3
1977,2,10,9536,41,4
1977,2,11,9471,42,5
1977,2,12,8492,43,6
1977,2,13,8085,44,7
1977,2,14,9833,45,1
1977,2,15,9715,46,2
1977,2,16,9419,47,3
1977,2,17,9565,48,4
1977,2,18,9496,49,5
1977,2,19,8175,50,6
1977,2,20,8010,51,7
1977,2,21,9112,52,1
1977,2,22,9827,53,2
1977,2,23,9629,54,3
1977,2,24,9450,55,4
1977,2,25,9648,56,5
1977,2,26,8525,57,6
1977,2,27,7904,58,7
1977,2,28,9361,59,1
1977,3,1,9835,61,2
1977,3,2,9447,62,3
1977,3,3,9543,63,4
1977,3,4,9777,64,5
1977,3,5,8352,65,6
1977,3,6,7784,66,7
1977,3,7,9359,67,1
1977,3,8,10033,68,2
1977,3,9,9356,69,3
1977,3,10,9356,70,4
1977,3,11,9497,71,5
1977,3,12,8266,72,6
